253189919,6,0.297514,0,0,0,0,0
253190262,0,0,0,0,0,0,1
253190511,5,0.497887,0,0,0,0,0
253190636,0,0,0,0,0,0,1
253191385,7,1,0,0,0,0,0
253192009,0,0,0,0,0,1,0
253192695,0,0,0,0,0,1,0
253193507,6,0.654405,0,0,0,0,0
253193631,2,0.334325,0,0,0,0,0
253195145,5,0.307114,0,0,0,0,0
253195207,0,0,0,0,0,1,0
253195519,2,0.760948,0,0,0,0,0
253195956,0,0,0,0,0,1,0
253197890,2,0.34944,0,0,0,0,0
253197921,0,0,1,0,0,0,0
253198280,0,0,0,0,0,1,0
253198421,0,0,1,0,0,0,0
253198639,0,0,0,0,0,0,1
253198764,5,0.298105,0,0,0,0,0
253199263,0,0,0,0,0,0,1
253199388,7,0.259407,0,0,0,0,0
253199450,0,0,1,0,0,0,0
253199513,2,0.354306,0,0,0,0,0
253199825,0,0,0,0,0,1,0
253200823,0,0,0,1,0,0,0
253202274,1,1,0,0,0,0,0
253203522,3,1,0,0,0,0,0
253204770,0,0,0,0,0,1,0
253205550,0,0,1,0,0,0,0
253206392,0,0,0,0,0,1,0
253207016,6,0.546268,0,0,0,0,0
253207828,0,0,1,0,0,0,0
253208280,0,0,0,0,0,1,0
253209278,2,1,0,0,0,0,0
253209372,0,0,1,0,0,0,0
253209403,1,1,0,0,0,0,0
253209778,0,0,0,0,0,0,1
253210027,2,0.422437,0,0,0,0,0
253210214,0,0,1,0,0,0,0
253211525,0,0,0,0,0,0,1
253211790,2,0.785195,0,0,0,0,0
253212523,6,0.349076,0,0,0,0,0
253212679,0,0,1,0,0,0,0
253213054,2,0.617493,0,0,0,0,0
253214692,0,0,1,0,0,0,0
253216283,2,0.806186,0,0,0,0,0
253216439,0,0,1,0,0,0,0
253216657,10,1,0,0,0,0,0
253217656,0,0,1,0,0,0,0
253218124,10,1,0,0,0,0,0
253218685,0,0,1,0,0,0,0
253218904,2,0.426576,0,0,0,0,0
253219091,10,1,0,0,0,0,0
253219590,0,0,1,0,0,0,0
253219996,10,1,0,0,0,0,0
253220510,0,0,1,0,0,0,0
253220869,10,1,0,0,0,0,0
253221415,0,0,0,0,0,0,1
253221899,10,1,0,0,0,0,0
253223537,6,1,0,0,0,0,0
253223662,3,0.740497,0,0,0,0,0
253223911,6,1,0,0,0,0,0
253224535,6,0.671425,0,0,0,0,0
253224582,10,1,0,0,0,0,0
253225300,6,1,0,0,0,0,0
253225955,10,1,0,0,0,0,0
253226158,6,0.805919,0,0,0,0,0
253226610,10,1,0,0,0,0,0
253227265,10,1,0,0,0,0,0
253227296,6,1,0,0,0,0,0
253228170,6,0.463283,0,0,0,0,0
253230167,0,0,1,0,0,0,0
253231540,6,0.298485,0,0,0,0,0
253233552,0,0,1,0,0,0,0
253233708,2,0.779045,0,0,0,0,0
253233802,10,1,0,0,0,0,0
253235003,10,1,0,0,0,0,0
253235642,10,1,0,0,0,0,0
253236313,6,0.638647,0,0,0,0,0
253236422,5,0.577809,0,0,0,0,0
253236672,10,1,0,0,0,0,0
253237561,10,1,0,0,0,0,0
253238310,0,0,0,0,1,0,0
253239012,0,0,0,1,0,0,0
253241181,6,0.326708,0,0,0,0,0
253241742,0,0,0,0,0,1,0
253242288,10,1,0,0,0,0,0
253244176,6,1,0,0,0,0,0
253244691,6,0.930531,0,0,0,0,0
253244737,0,0,0,0,0,1,0
253244940,2,0.7195,0,0,0,0,0
253245861,10,1,0,0,0,0,0
253246563,3,0.350039,0,0,0,0,0
253246812,7,1,0,0,0,0,0
253247062,2,0.881833,0,0,0,0,0
253247436,7,0.274811,0,0,0,0,0
253249059,7,0.991541,0,0,0,0,0
253249932,2,1,0,0,0,0,0
253250525,0,0,1,0,0,0,0
253250946,6,0.338885,0,0,0,0,0
253251196,0,0,1,0,0,0,0
253251445,2,0.319713,0,0,0,0,0
253251804,10,1,0,0,0,0,0
253252693,1,1,0,0,0,0,0
253253193,2,0.901436,0,0,0,0,0
253253692,6,0.382309,0,0,0,0,0
253254441,2,0.449391,0,0,0,0,0
253254940,6,0.605809,0,0,0,0,0
253255049,10,1,0,0,0,0,0
253255829,5,1,0,0,0,0,0
253257202,6,0.244068,0,0,0,0,0
253257982,10,1,0,0,0,0,0
253258450,6,0.556275,0,0,0,0,0
253259433,10,1,0,0,0,0,0
253262334,6,0.324871,0,0,0,0,0
253262443,0,0,1,0,0,0,0
253263021,10,1,0,0,0,0,0
253263208,6,0.856971,0,0,0,0,0
253263957,3,0.251,0,0,1,0,0
253264206,7,1,0,0,0,0,0
253264425,10,1,0,0,0,0,0
253265205,2,0.793465,0,0,0,0,0
253265907,10,1,0,0,0,0,0
253266375,10,1,0,0,0,0,0
253267950,10,1,0,0,0,0,0
253269073,2,0.429316,0,0,0,0,0
253269448,0,0,0,0,0,1,0
253269573,11,1,0,0,0,0,0
253270259,0,0,0,0,1,0,0
253270337,2,0.647002,0,0,0,0,0
253271024,0,0,0,0,0,1,0
253271382,10,1,0,0,0,0,0
253271460,3,0.864944,0,0,0,0,0
253272209,6,1,0,0,0,0,0
253272334,3,1,0,0,0,0,0
253272771,0,0,1,0,0,0,0
253273208,0,0,0,0,0,1,0
253273332,3,1,0,0,0,0,0
253273582,10,1,0,0,0,0,0
253274346,5,1,0,0,0,0,0
253274643,5,1,0,0,0,1,0
253274705,3,0.206864,0,0,0,0,0
253274814,10,1,0,0,0,0,0
253274955,0,0,0,0,0,1,0
253275080,6,0.388064,0,0,0,0,0
253275454,3,0.868936,0,0,0,0,0
253275516,0,0,0,0,0,0,1
253276094,7,0.968426,0,0,0,0,0
253276218,0,0,0,0,0,1,0
253276967,5,0.353349,0,0,0,0,0
253277716,3,0.273618,0,0,0,0,0
253277934,0,0,1,0,0,0,0
253278714,0,0,0,0,0,1,0
253278839,3,0.491549,0,0,0,0,0
253279136,10,1,0,0,0,0,0
253279604,11,1,0,0,0,0,0
253280150,0,0,0,0,0,0,1
253280586,0,0,0,0,0,1,0
253280696,10,1,0,0,0,0,0
253280836,3,0.478353,0,0,0,0,0
253281210,0,0,0,0,0,1,0
253281710,10,1,0,0,0,0,0
253282474,6,1,0,0,0,0,0
253283114,10,1,0,0,0,0,0
253283472,3,0.796578,0,0,0,0,0
253284206,11,1,0,0,0,0,0
253284908,10,1,0,0,0,0,0
253289478,2,0.566171,0,0,0,0,0
253291475,2,0.607273,0,0,0,0,0
253293363,2,0.50493,0,0,0,0,0
253293784,0,0,1,0,0,0,0
253294096,0,0,0,0,0,0,1
253294486,6,0.720161,0,0,0,0,0
253295360,7,1,0,0,0,0,0
253295859,7,0.350904,0,0,0,0,0
253296358,7,0.963038,0,0,0,0,0
253297356,1,1,0,0,0,0,0
253297606,2,1,0,0,0,0,0
253298604,6,0.491826,0,0,0,0,0
253299228,2,0.365633,0,0,0,0,0
253300617,7,0.455765,0,0,0,0,0
253302115,3,1,0,0,0,0,0
253302863,3,1,0,0,0,0,0
253303363,3,1,0,0,0,0,0
253303862,3,1,0,0,0,0,0
253303987,0,0,0,0,0,1,0
253304111,1,1,0,0,0,0,0
253304392,0,0,1,0,0,0,0
253304611,2,1,0,0,0,0,0
253305047,10,1,0,0,0,0,0
253307372,7,0.248539,0,0,0,0,0
253308245,6,0.494331,0,0,0,0,0
253308947,10,1,0,0,0,0,0
253309493,6,0.602093,0,0,0,0,0
253309868,6,0.667635,0,0,0,0,0
253310211,10,1,0,0,0,0,0
253310975,10,1,0,0,0,0,0
253311490,6,0.231992,0,0,0,0,0
253311709,10,1,0,0,0,0,0
253312379,6,0.433011,0,0,0,0,0
253312520,10,1,0,0,0,0,0
253313378,6,0.925155,0,0,0,0,0
253313471,10,1,0,0,0,0,0
253314470,10,1,0,0,0,0,0
253315250,6,0.232038,0,0,0,0,0
253320257,3,0.260202,0,0,0,0,0
253320398,0,0,1,0,0,0,0
253320881,5,0.357561,0,0,0,0,0
253321006,6,0.485911,0,0,0,0,0
253323253,10,1,0,0,0,0,0
253324251,7,0.51901,0,0,0,0,0
253324313,0,0,0,0,1,0,0
253325000,2,0.373408,0,0,0,0,0
253325390,6,1,0,0,0,0,0
253326513,3,0.303021,0,0,0,0,0
253330631,6,1,0,0,0,0,0
253330756,2,1,0,0,0,0,0
253331630,1,1,0,0,0,0,0
253331895,1,1,0,0,0,0,0
253332020,2,1,0,0,0,0,0
253332644,10,1,0,0,0,0,0
253335702,11,1,0,0,0,0,0
253336404,6,0.868572,0,0,0,0,0
253337901,2,1,0,0,0,0,0
253338400,2,0.304962,0,0,0,0,0
253339149,2,1,0,0,0,0,0
253339399,1,1,0,0,0,0,0
253339898,2,1,0,0,0,0,0
253341271,6,0.536518,0,0,0,0,0
253342519,6,0.808155,0,0,0,0,0
253344016,6,0.273725,0,0,0,0,0
253344796,10,1,0,0,0,0,0
253344906,6,1,0,0,0,0,0
253345155,5,1,0,0,0,0,0
253346154,2,0.349227,0,0,0,0,0
253346325,10,1,0,0,0,0,0
253346715,0,0,0,0,0,0,1
253347152,10,1,0,0,0,0,0
253347277,3,1,0,0,0,0,0
253347916,5,1,0,0,0,0,0
253348275,5,0.464869,0,0,0,0,0
253348416,10,1,0,0,0,0,0
253348525,6,0.246955,0,0,0,0,0
253349258,10,1,0,0,0,0,0
