Time (ms),Lower,LowerPwr,Upper,UpperPwr,Thought,ThoughtPwr,Blink,LWink,RWink,LLook,RLook,GyroX,GyroY
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301448,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301464,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301480,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301495,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301511,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301526,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301542,,,,,,,,,,,,0,0
238301558,,,,,,,,,,,,0,0
238301558,,,,,,,,,,,,0,0
238301558,,,,,,,,,,,,0,0
238301558,,,,,,,,,,,,0,0
238301558,,,,,,,,,,,,0,0
238301558,,,,,,,,,,,,0,0
